Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,,Present in 1700?,FSSB,MSSB,SSB
Crocidura_pachyura,Eulipotyphla,Soricidae,Crocidura,pachyura,,,,,
Crocidura_palawanensis,Eulipotyphla,Soricidae,Crocidura,palawanensis,,,,,
Crocidura_paradoxura,Eulipotyphla,Soricidae,Crocidura,paradoxura,,,,,
Crocidura_parvipes,Eulipotyphla,Soricidae,Crocidura,parvipes,,,,,
Crocidura_pasha,Eulipotyphla,Soricidae,Crocidura,pasha,,,,,
Crocidura_pergrisea,Eulipotyphla,Soricidae,Crocidura,pergrisea,,,,,
Crocidura_phaeura,Eulipotyphla,Soricidae,Crocidura,phaeura,,,,,
Crocidura_phanluongi,Eulipotyphla,Soricidae,Crocidura,phanluongi,,,,,
Crocidura_phuquocensis,Eulipotyphla,Soricidae,Crocidura,phuquocensis,,,,,
Crocidura_picea,Eulipotyphla,Soricidae,Crocidura,picea,,,,,
Crocidura_pitmani,Eulipotyphla,Soricidae,Crocidura,pitmani,,,,,
Crocidura_planiceps,Eulipotyphla,Soricidae,Crocidura,planiceps,,,,,
Crocidura_poensis,Eulipotyphla,Soricidae,Crocidura,poensis,,,,,
Crocidura_polia,Eulipotyphla,Soricidae,Crocidura,polia,,,,,
Crocidura_pullata,Eulipotyphla,Soricidae,Crocidura,pullata,,,,,
Crocidura_raineyi,Eulipotyphla,Soricidae,Crocidura,raineyi,,,,,
Crocidura_ramona,Eulipotyphla,Soricidae,Crocidura,ramona,,,,,
Crocidura_rapax,Eulipotyphla,Soricidae,Crocidura,rapax,,,,,
Crocidura_religiosa,Eulipotyphla,Soricidae,Crocidura,religiosa,,,,,
Crocidura_rhoditis,Eulipotyphla,Soricidae,Crocidura,rhoditis,,,,,
Crocidura_roosevelti,Eulipotyphla,Soricidae,Crocidura,roosevelti,,,,,
Crocidura_russula,Eulipotyphla,Soricidae,Crocidura,russula,,Y,0,0,0
Crocidura_selina,Eulipotyphla,Soricidae,Crocidura,selina,,,,,
Crocidura_serezkyensis,Eulipotyphla,Soricidae,Crocidura,serezkyensis,,,,,
Crocidura_shantungensis,Eulipotyphla,Soricidae,Crocidura,shantungensis,,,,,
Crocidura_sibirica,Eulipotyphla,Soricidae,Crocidura,sibirica,,,,,
Crocidura_sicula,Eulipotyphla,Soricidae,Crocidura,sicula,,,,,
Crocidura_silacea,Eulipotyphla,Soricidae,Crocidura,silacea,,,,,
Crocidura_smithii,Eulipotyphla,Soricidae,Crocidura,smithii,,,,,
Crocidura_sokolovi,Eulipotyphla,Soricidae,Crocidura,sokolovi,,,,,
Crocidura_somalica,Eulipotyphla,Soricidae,Crocidura,somalica,,,,,
Crocidura_stenocephala,Eulipotyphla,Soricidae,Crocidura,stenocephala,,,,,
Crocidura_suaveolens,Eulipotyphla,Soricidae,Crocidura,suaveolens,,Y,0,0,0
Crocidura_susiana,Eulipotyphla,Soricidae,Crocidura,susiana,,,,,
Crocidura_tanakae,Eulipotyphla,Soricidae,Crocidura,tanakae,,,,,
Crocidura_tansaniana,Eulipotyphla,Soricidae,Crocidura,tansaniana,,,,,
Crocidura_tarella,Eulipotyphla,Soricidae,Crocidura,tarella,,,,,
Crocidura_tarfayensis,Eulipotyphla,Soricidae,Crocidura,tarfayensis,,,,,
Crocidura_telfordi,Eulipotyphla,Soricidae,Crocidura,telfordi,,,,,
Crocidura_tenuis,Eulipotyphla,Soricidae,Crocidura,tenuis,,,,,
Crocidura_thalia,Eulipotyphla,Soricidae,Crocidura,thalia,,,,,
Crocidura_theresae,Eulipotyphla,Soricidae,Crocidura,theresae,,,,,
Crocidura_thomensis,Eulipotyphla,Soricidae,Crocidura,thomensis,,,,,
Crocidura_trichura,Eulipotyphla,Soricidae,Crocidura,trichura,,,,,
Crocidura_turba,Eulipotyphla,Soricidae,Crocidura,turba,,,,,
Crocidura_ultima,Eulipotyphla,Soricidae,Crocidura,ultima,,,,,
Crocidura_usambarae,Eulipotyphla,Soricidae,Crocidura,usambarae,,,,,
Crocidura_viaria,Eulipotyphla,Soricidae,Crocidura,viaria,,,,,
Crocidura_virgata,Eulipotyphla,Soricidae,Crocidura,virgata,,Y,0,0,0
Crocidura_voi,Eulipotyphla,Soricidae,Crocidura,voi,,,,,
Crocidura_vorax,Eulipotyphla,Soricidae,Crocidura,vorax,,,,,
Crocidura_vosmaeri,Eulipotyphla,Soricidae,Crocidura,vosmaeri,,,,,
Crocidura_watasei,Eulipotyphla,Soricidae,Crocidura,watasei,,,,,
Crocidura_whitakeri,Eulipotyphla,Soricidae,Crocidura,whitakeri,,,,,
Crocidura_wimmeri,Eulipotyphla,Soricidae,Crocidura,wimmeri,,,,,
Crocidura_wuchihensis,Eulipotyphla,Soricidae,Crocidura,wuchihensis,,,,,
Crocidura_xantippe,Eulipotyphla,Soricidae,Crocidura,xantippe,,,,,
Crocidura_yankariensis,Eulipotyphla,Soricidae,Crocidura,yankariensis,,,,,
Crocidura_zaitsevi,Eulipotyphla,Soricidae,Crocidura,zaitsevi,,,,,
Crocidura_zaphiri,Eulipotyphla,Soricidae,Crocidura,zaphiri,,,,,
Crocidura_zarudnyi,Eulipotyphla,Soricidae,Crocidura,zarudnyi,,,,,
Crocidura_zimmeri,Eulipotyphla,Soricidae,Crocidura,zimmeri,,,,,
Crocidura_zimmermanni,Eulipotyphla,Soricidae,Crocidura,zimmermanni,,,,,
Cryptotis_alticola,Eulipotyphla,Soricidae,Cryptotis,alticola,,,,,
Cryptotis_brachyonyx,Eulipotyphla,Soricidae,Cryptotis,brachyonyx,,,,,
Cryptotis_colombiana,Eulipotyphla,Soricidae,Cryptotis,colombiana,,,,,
Cryptotis_endersi,Eulipotyphla,Soricidae,Cryptotis,endersi,,,,,
Cryptotis_equatoris,Eulipotyphla,Soricidae,Cryptotis,equatoris,,,,,
Cryptotis_goldmani,Eulipotyphla,Soricidae,Cryptotis,goldmani,,Y,0,0,0
Cryptotis_goodwini,Eulipotyphla,Soricidae,Cryptotis,goodwini,,,,,
Cryptotis_gracilis,Eulipotyphla,Soricidae,Cryptotis,gracilis,,,,,
Cryptotis_griseoventris,Eulipotyphla,Soricidae,Cryptotis,griseoventris,,,,,
Cryptotis_hondurensis,Eulipotyphla,Soricidae,Cryptotis,hondurensis,,,,,
Cryptotis_magna,Eulipotyphla,Soricidae,Cryptotis,magna,,,,,
Cryptotis_mayensis,Eulipotyphla,Soricidae,Cryptotis,mayensis,,,,,
Cryptotis_medellinia,Eulipotyphla,Soricidae,Cryptotis,medellinia,,,,,
Cryptotis_mera,Eulipotyphla,Soricidae,Cryptotis,mera,,,,,
Cryptotis_meridensis,Eulipotyphla,Soricidae,Cryptotis,meridensis,,Y,0,0,0
Cryptotis_merriami,Eulipotyphla,Soricidae,Cryptotis,merriami,,,,,
Cryptotis_mexicana,Eulipotyphla,Soricidae,Cryptotis,mexicana,,,,,
Cryptotis_montivaga,Eulipotyphla,Soricidae,Cryptotis,montivaga,,,,,
Cryptotis_nelsoni,Eulipotyphla,Soricidae,Cryptotis,nelsoni,,,,,
Cryptotis_nigrescens,Eulipotyphla,Soricidae,Cryptotis,nigrescens,,,,,
Cryptotis_obscura,Eulipotyphla,Soricidae,Cryptotis,obscura,,,,,
Cryptotis_orophila,Eulipotyphla,Soricidae,Cryptotis,orophila,,,,,
Cryptotis_parva,Eulipotyphla,Soricidae,Cryptotis,parva,,Y,0,0,0
Cryptotis_peregrina,Eulipotyphla,Soricidae,Cryptotis,peregrina,,,,,
Cryptotis_peruviensis,Eulipotyphla,Soricidae,Cryptotis,peruviensis,,,,,
Cryptotis_phillipsii,Eulipotyphla,Soricidae,Cryptotis,phillipsii,,,,,
Cryptotis_squamipes,Eulipotyphla,Soricidae,Cryptotis,squamipes,,,,,
Cryptotis_tamensis,Eulipotyphla,Soricidae,Cryptotis,tamensis,,,,,
Cryptotis_thomasi,Eulipotyphla,Soricidae,Cryptotis,thomasi,,,,,
Cryptotis_tropicalis,Eulipotyphla,Soricidae,Cryptotis,tropicalis,,,,,
Diplomesodon_pulchellum,Eulipotyphla,Soricidae,Diplomesodon,pulchellum,,,,,
Episoriculus_caudatus,Eulipotyphla,Soricidae,Episoriculus,caudatus,,,,,
Episoriculus_fumidus,Eulipotyphla,Soricidae,Episoriculus,fumidus,,,,,
Episoriculus_leucops,Eulipotyphla,Soricidae,Episoriculus,leucops,,,,,
Episoriculus_macrurus,Eulipotyphla,Soricidae,Episoriculus,macrurus,,,,,
Feroculus_feroculus,Eulipotyphla,Soricidae,Feroculus,feroculus,,,,,
Megasorex_gigas,Eulipotyphla,Soricidae,Megasorex,gigas,,,,,
Myosorex_babaulti,Eulipotyphla,Soricidae,Myosorex,babaulti,,,,,
Myosorex_blarina,Eulipotyphla,Soricidae,Myosorex,blarina,,,,,
Myosorex_bururiensis,Eulipotyphla,Soricidae,Myosorex,bururiensis,,,,,
Myosorex_cafer,Eulipotyphla,Soricidae,Myosorex,cafer,,,,,
Myosorex_eisentrauti,Eulipotyphla,Soricidae,Myosorex,eisentrauti,,,,,
Myosorex_geata,Eulipotyphla,Soricidae,Myosorex,geata,,,,,
Myosorex_gnoskei,Eulipotyphla,Soricidae,Myosorex,gnoskei,,,,,
Myosorex_jejei,Eulipotyphla,Soricidae,Myosorex,jejei,,,,,
Myosorex_kihaulei,Eulipotyphla,Soricidae,Myosorex,kihaulei,,,,,
Myosorex_longicaudatus,Eulipotyphla,Soricidae,Myosorex,longicaudatus,,,,,
Myosorex_okuensis,Eulipotyphla,Soricidae,Myosorex,okuensis,,Y,0,0,0
Myosorex_rumpii,Eulipotyphla,Soricidae,Myosorex,rumpii,,,,,
Myosorex_schalleri,Eulipotyphla,Soricidae,Myosorex,schalleri,,,,,
Myosorex_sclateri,Eulipotyphla,Soricidae,Myosorex,sclateri,,,,,
Myosorex_tenuis,Eulipotyphla,Soricidae,Myosorex,tenuis,,,,,
Myosorex_varius,Eulipotyphla,Soricidae,Myosorex,varius,,Y,0,0,0
Myosorex_zinki,Eulipotyphla,Soricidae,Myosorex,zinki,,,,,
Nectogale_elegans,Eulipotyphla,Soricidae,Nectogale,elegans,,,,,
Neomys_anomalus,Eulipotyphla,Soricidae,Neomys,anomalus,,Y,0,0,0
Neomys_fodiens,Eulipotyphla,Soricidae,Neomys,fodiens,,Y,0,0,0
Neomys_teres,Eulipotyphla,Soricidae,Neomys,teres,,,,,
Nesiotites_hidalgo,Eulipotyphla,Soricidae,Nesiotites,hidalgo,,,,,
Nesiotites_similis,Eulipotyphla,Soricidae,Nesiotites,similis,,,,,
Notiosorex_cockrumi,Eulipotyphla,Soricidae,Notiosorex,cockrumi,,,,,
Notiosorex_crawfordi,Eulipotyphla,Soricidae,Notiosorex,crawfordi,,Y,0,0,0
Notiosorex_evotis,Eulipotyphla,Soricidae,Notiosorex,evotis,,,,,
Notiosorex_villai,Eulipotyphla,Soricidae,Notiosorex,villai,,,,,
Paracrocidura_graueri,Eulipotyphla,Soricidae,Paracrocidura,graueri,,,,,
Paracrocidura_maxima,Eulipotyphla,Soricidae,Paracrocidura,maxima,,,,,
Paracrocidura_schoutedeni,Eulipotyphla,Soricidae,Paracrocidura,schoutedeni,,,,,
Ruwenzorisorex_suncoides,Eulipotyphla,Soricidae,Ruwenzorisorex,suncoides,,,,,
Scutisorex_somereni,Eulipotyphla,Soricidae,Scutisorex,somereni,,,,,
Solisorex_pearsoni,Eulipotyphla,Soricidae,Solisorex,pearsoni,,,,,
Sorex_alaskanus,Eulipotyphla,Soricidae,Sorex,alaskanus,,,,,
Sorex_alpinus,Eulipotyphla,Soricidae,Sorex,alpinus,,,,,
Sorex_antinorii,Eulipotyphla,Soricidae,Sorex,antinorii,,,,,
Sorex_araneus,Eulipotyphla,Soricidae,Sorex,araneus,,Y,0,0,0
Sorex_arcticus,Eulipotyphla,Soricidae,Sorex,arcticus,,Y,0,0,0
Sorex_arizonae,Eulipotyphla,Soricidae,Sorex,arizonae,,,,,
Sorex_arunchi,Eulipotyphla,Soricidae,Sorex,arunchi,,,,,
Sorex_asper,Eulipotyphla,Soricidae,Sorex,asper,,,,,
Sorex_bairdi,Eulipotyphla,Soricidae,Sorex,bairdi,,,,,
Sorex_bedfordiae,Eulipotyphla,Soricidae,Sorex,bedfordiae,,,,,
Sorex_bendirii,Eulipotyphla,Soricidae,Sorex,bendirii,,,,,
Sorex_buchariensis,Eulipotyphla,Soricidae,Sorex,buchariensis,,,,,
Sorex_caecutiens,Eulipotyphla,Soricidae,Sorex,caecutiens,,Y,0,0,0
Sorex_camtschatica,Eulipotyphla,Soricidae,Sorex,camtschatica,,,,,
Sorex_cansulus,Eulipotyphla,Soricidae,Sorex,cansulus,,,,,
Sorex_cinereus,Eulipotyphla,Soricidae,Sorex,cinereus,,Y,0,0,0
Sorex_coronatus,Eulipotyphla,Soricidae,Sorex,coronatus,,Y,0,0,0
Sorex_cylindricauda,Eulipotyphla,Soricidae,Sorex,cylindricauda,,,,,
Sorex_daphaenodon,Eulipotyphla,Soricidae,Sorex,daphaenodon,,,,,
Sorex_dispar,Eulipotyphla,Soricidae,Sorex,dispar,,,,,
Sorex_emarginatus,Eulipotyphla,Soricidae,Sorex,emarginatus,,,,,
Sorex_excelsus,Eulipotyphla,Soricidae,Sorex,excelsus,,,,,
Sorex_fumeus,Eulipotyphla,Soricidae,Sorex,fumeus,,Y,0,0,0
Sorex_gracillimus,Eulipotyphla,Soricidae,Sorex,gracillimus,,,,,
Sorex_granarius,Eulipotyphla,Soricidae,Sorex,granarius,,,,,
Sorex_haydeni,Eulipotyphla,Soricidae,Sorex,haydeni,,,,,
Sorex_hosonoi,Eulipotyphla,Soricidae,Sorex,hosonoi,,,,,
Sorex_hoyi,Eulipotyphla,Soricidae,Sorex,hoyi,,Y,0,0,0
Sorex_isodon,Eulipotyphla,Soricidae,Sorex,isodon,,Y,0,0,0
Sorex_ixtlanensis,Eulipotyphla,Soricidae,Sorex,ixtlanensis,,,,,
Sorex_jacksoni,Eulipotyphla,Soricidae,Sorex,jacksoni,,,,,
Sorex_kozlovi,Eulipotyphla,Soricidae,Sorex,kozlovi,,,,,
Sorex_leucogaster,Eulipotyphla,Soricidae,Sorex,leucogaster,,,,,
Sorex_longirostris,Eulipotyphla,Soricidae,Sorex,longirostris,,Y,0,0,0
Sorex_lyelli,Eulipotyphla,Soricidae,Sorex,lyelli,,,,,
Sorex_macrodon,Eulipotyphla,Soricidae,Sorex,macrodon,,,,,
Sorex_maritimensis,Eulipotyphla,Soricidae,Sorex,maritimensis,,,,,
Sorex_mediopua,Eulipotyphla,Soricidae,Sorex,mediopua,,,,,
Sorex_merriami,Eulipotyphla,Soricidae,Sorex,merriami,,,,,
Sorex_milleri,Eulipotyphla,Soricidae,Sorex,milleri,,,,,
Sorex_minutissimus,Eulipotyphla,Soricidae,Sorex,minutissimus,,,,,
Sorex_minutus,Eulipotyphla,Soricidae,Sorex,minutus,,Y,0,0,0
Sorex_mirabilis,Eulipotyphla,Soricidae,Sorex,mirabilis,,,,,
Sorex_monticolus,Eulipotyphla,Soricidae,Sorex,monticolus,,Y,0,0,0
Sorex_nanus,Eulipotyphla,Soricidae,Sorex,nanus,,,,,
Sorex_neomexicanus,Eulipotyphla,Soricidae,Sorex,neomexicanus,,,,,
Sorex_oreopolus,Eulipotyphla,Soricidae,Sorex,oreopolus,,Y,0,0,0
Sorex_orizabae,Eulipotyphla,Soricidae,Sorex,orizabae,,,,,
Sorex_ornatus,Eulipotyphla,Soricidae,Sorex,ornatus,,Y,0,0,0
Sorex_pacificus,Eulipotyphla,Soricidae,Sorex,pacificus,,Y,0,0,0
Sorex_palustris,Eulipotyphla,Soricidae,Sorex,palustris,,Y,0,0,0
Sorex_planiceps,Eulipotyphla,Soricidae,Sorex,planiceps,,,,,
Sorex_portenkoi,Eulipotyphla,Soricidae,Sorex,portenkoi,,,,,
Sorex_preblei,Eulipotyphla,Soricidae,Sorex,preblei,,,,,
Sorex_pribilofensis,Eulipotyphla,Soricidae,Sorex,pribilofensis,,,,,
Sorex_raddei,Eulipotyphla,Soricidae,Sorex,raddei,,,,,
Sorex_roboratus,Eulipotyphla,Soricidae,Sorex,roboratus,,,,,
Sorex_rohweri,Eulipotyphla,Soricidae,Sorex,rohweri,,,,,
Sorex_samniticus,Eulipotyphla,Soricidae,Sorex,samniticus,,,,,
Sorex_satunini,Eulipotyphla,Soricidae,Sorex,satunini,,,,,
Sorex_saussurei,Eulipotyphla,Soricidae,Sorex,saussurei,,,,,
Sorex_sclateri,Eulipotyphla,Soricidae,Sorex,sclateri,,,,,
Sorex_shinto,Eulipotyphla,Soricidae,Sorex,shinto,,,,,
Sorex_sinalis,Eulipotyphla,Soricidae,Sorex,sinalis,,,,,
Sorex_sonomae,Eulipotyphla,Soricidae,Sorex,sonomae,,,,,
Sorex_stizodon,Eulipotyphla,Soricidae,Sorex,stizodon,,,,,
Sorex_tenellus,Eulipotyphla,Soricidae,Sorex,tenellus,,,,,
Sorex_thibetanus,Eulipotyphla,Soricidae,Sorex,thibetanus,,,,,
Sorex_trowbridgii,Eulipotyphla,Soricidae,Sorex,trowbridgii,,Y,0,0,0
Sorex_tundrensis,Eulipotyphla,Soricidae,Sorex,tundrensis,,,,,
Sorex_ugyunak,Eulipotyphla,Soricidae,Sorex,ugyunak,,,,,
Sorex_unguiculatus,Eulipotyphla,Soricidae,Sorex,unguiculatus,,Y,0,0,0
Sorex_vagrans,Eulipotyphla,Soricidae,Sorex,vagrans,,Y,0,0,0
Sorex_ventralis,Eulipotyphla,Soricidae,Sorex,ventralis,,,,,
Sorex_veraecrucis,Eulipotyphla,Soricidae,Sorex,veraecrucis,,,,,
Sorex_veraepacis,Eulipotyphla,Soricidae,Sorex,veraepacis,,,,,
Sorex_volnuchini,Eulipotyphla,Soricidae,Sorex,volnuchini,,,,,
Sorex_yukonicus,Eulipotyphla,Soricidae,Sorex,yukonicus,,,,,
Soriculus_nigrescens,Eulipotyphla,Soricidae,Soriculus,nigrescens,,,,,
Suncus_aequatorius,Eulipotyphla,Soricidae,Suncus,aequatorius,,,,,
Suncus_ater,Eulipotyphla,Soricidae,Suncus,ater,,,,,
Suncus_dayi,Eulipotyphla,Soricidae,Suncus,dayi,,,,,
Suncus_etruscus,Eulipotyphla,Soricidae,Suncus,etruscus,,Y,0,0,0
Suncus_fellowesgordoni,Eulipotyphla,Soricidae,Suncus,fellowesgordoni,,,,,
Suncus_hosei,Eulipotyphla,Soricidae,Suncus,hosei,,,,,
Suncus_hututsi,Eulipotyphla,Soricidae,Suncus,hututsi,,,,,
Suncus_infinitesimus,Eulipotyphla,Soricidae,Suncus,infinitesimus,,,,,
Suncus_lixus,Eulipotyphla,Soricidae,Suncus,lixus,,,,,
Suncus_madagascariensis,Eulipotyphla,Soricidae,Suncus,madagascariensis,,,,,
Suncus_malayanus,Eulipotyphla,Soricidae,Suncus,malayanus,,,,,
Suncus_megalura,Eulipotyphla,Soricidae,Suncus,megalura,,Y,0,0,0
Suncus_mertensi,Eulipotyphla,Soricidae,Suncus,mertensi,,,,,
Suncus_montanus,Eulipotyphla,Soricidae,Suncus,montanus,,,,,
Suncus_murinus,Eulipotyphla,Soricidae,Suncus,murinus,,Y,0,1,1
Suncus_remyi,Eulipotyphla,Soricidae,Suncus,remyi,,,,,
Suncus_stoliczkanus,Eulipotyphla,Soricidae,Suncus,stoliczkanus,,,,,
Suncus_varilla,Eulipotyphla,Soricidae,Suncus,varilla,,Y,0,0,0
Suncus_zeylanicus,Eulipotyphla,Soricidae,Suncus,zeylanicus,,,,,
Surdisorex_norae,Eulipotyphla,Soricidae,Surdisorex,norae,,,,,
Surdisorex_polulus,Eulipotyphla,Soricidae,Surdisorex,polulus,,Y,0,0,0
Surdisorex_schlitteri,Eulipotyphla,Soricidae,Surdisorex,schlitteri,,,,,
Sylvisorex_akaibei,Eulipotyphla,Soricidae,Sylvisorex,akaibei,,,,,
Sylvisorex_camerunensis,Eulipotyphla,Soricidae,Sylvisorex,camerunensis,,Y,0,0,0
Sylvisorex_granti,Eulipotyphla,Soricidae,Sylvisorex,granti,,Y,0,0,0
Sylvisorex_howelli,Eulipotyphla,Soricidae,Sylvisorex,howelli,,,,,
Sylvisorex_isabellae,Eulipotyphla,Soricidae,Sylvisorex,isabellae,,,,,
Sylvisorex_johnstoni,Eulipotyphla,Soricidae,Sylvisorex,johnstoni,,,,,
Sylvisorex_konganensis,Eulipotyphla,Soricidae,Sylvisorex,konganensis,,,,,
Sylvisorex_lunaris,Eulipotyphla,Soricidae,Sylvisorex,lunaris,,Y,0,0,0
Sylvisorex_morio,Eulipotyphla,Soricidae,Sylvisorex,morio,,,,,
Sylvisorex_ollula,Eulipotyphla,Soricidae,Sylvisorex,ollula,,,,,
Sylvisorex_oriundus,Eulipotyphla,Soricidae,Sylvisorex,oriundus,,,,,
Sylvisorex_pluvialis,Eulipotyphla,Soricidae,Sylvisorex,pluvialis,,,,,
Sylvisorex_silvanorum,Eulipotyphla,Soricidae,Sylvisorex,silvanorum,,,,,
Sylvisorex_vulcanorum,Eulipotyphla,Soricidae,Sylvisorex,vulcanorum,,,,,
Cannomys_badius,Rodentia,Spalacidae,Cannomys,badius,,Y,0,0,0
Eospalax_fontanierii,Rodentia,Spalacidae,Eospalax,fontanierii,,,,,
Eospalax_rothschildi,Rodentia,Spalacidae,Eospalax,rothschildi,,,,,
Eospalax_smithii,Rodentia,Spalacidae,Eospalax,smithii,,,,,
Myospalax_aspalax,Rodentia,Spalacidae,Myospalax,aspalax,,,,,
Myospalax_myospalax,Rodentia,Spalacidae,Myospalax,myospalax,,Y,0,0,0
Myospalax_psilurus,Rodentia,Spalacidae,Myospalax,psilurus,,,,,
Rhizomys_pruinosus,Rodentia,Spalacidae,Rhizomys,pruinosus,,,,,
Rhizomys_sinensis,Rodentia,Spalacidae,Rhizomys,sinensis,,,,,
Rhizomys_sumatrensis,Rodentia,Spalacidae,Rhizomys,sumatrensis,,,,,
Spalax_arenarius,Rodentia,Spalacidae,Spalax,arenarius,,,,,
Spalax_ehrenbergi,Rodentia,Spalacidae,Spalax,ehrenbergi,,Y,0,0,0
Spalax_giganteus,Rodentia,Spalacidae,Spalax,giganteus,,,,,
Spalax_graecus,Rodentia,Spalacidae,Spalax,graecus,,,,,
Spalax_leucodon,Rodentia,Spalacidae,Spalax,leucodon,,Y,0,0,0
Spalax_microphthalmus,Rodentia,Spalacidae,Spalax,microphthalmus,,,,,
Spalax_nehringi,Rodentia,Spalacidae,Spalax,nehringi,,,,,
Spalax_uralensis,Rodentia,Spalacidae,Spalax,uralensis,,,,,
Spalax_zemni,Rodentia,Spalacidae,Spalax,zemni,,,,,
Tachyoryctes_macrocephalus,Rodentia,Spalacidae,Tachyoryctes,macrocephalus,,Y,0,0,0
Tachyoryctes_splendens,Rodentia,Spalacidae,Tachyoryctes,splendens,,Y,0,0,0
Stegodon_florensis,Proboscidea,Stegodontidae,Stegodon,florensis,,,,,
Stegodon_orientalis,Proboscidea,Stegodontidae,Stegodon,orientalis,,,,,
Stegodon_trigonocephalus,Proboscidea,Stegodontidae,Stegodon,trigonocephalus,,,,,
Babyrousa_babyrussa,Cetartiodactyla,Suidae,Babyrousa,babyrussa,,Y,0,0,0
Babyrousa_celebensis,Cetartiodactyla,Suidae,Babyrousa,celebensis,,,,,
Babyrousa_togeanensis,Cetartiodactyla,Suidae,Babyrousa,togeanensis,,,,,
Hylochoerus_meinertzhageni,Cetartiodactyla,Suidae,Hylochoerus,meinertzhageni,,Y,0,0,0
Kolpochoerus_majus,Cetartiodactyla,Suidae,Kolpochoerus,majus,,,,,
Metridiochoerus_compactus,Cetartiodactyla,Suidae,Metridiochoerus,compactus,,,,,
Phacochoerus_aethiopicus,Cetartiodactyla,Suidae,Phacochoerus,aethiopicus,,Y,1,1,1
Phacochoerus_africanus,Cetartiodactyla,Suidae,Phacochoerus,africanus,,Y,0,0,0
Porcula_salvania,Cetartiodactyla,Suidae,Porcula,salvania,,,,,
Potamochoerus_larvatus,Cetartiodactyla,Suidae,Potamochoerus,larvatus,,Y,0,0,0
Potamochoerus_porcus,Cetartiodactyla,Suidae,Potamochoerus,porcus,,Y,0,0,0
Sus_ahoenobarbus,Cetartiodactyla,Suidae,Sus,ahoenobarbus,,,,,
Sus_barbatus,Cetartiodactyla,Suidae,Sus,barbatus,,Y,0,0,0
Sus_brachgnathus,Cetartiodactyla,Suidae,Sus,brachgnathus,,,,,
Sus_bucculentus,Cetartiodactyla,Suidae,Sus,bucculentus,,,,,
Sus_cebifrons,Cetartiodactyla,Suidae,Sus,cebifrons,,,,,
Sus_celebensis,Cetartiodactyla,Suidae,Sus,celebensis,,Y,0,0,0
Sus_oliveri,Cetartiodactyla,Suidae,Sus,oliveri,,,,,
Sus_philippensis,Cetartiodactyla,Suidae,Sus,philippensis,,,,,
Sus_scrofa,Cetartiodactyla,Suidae,Sus,scrofa,,Y,0,0,0
Sus_verrucosus,Cetartiodactyla,Suidae,Sus,verrucosus,,,,,
Megalibgwilia_ramsayi,Monotremata,Tachyglossidae,Megalibgwilia,ramsayi,,,,,
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Y,0,0,0
Zaglossus_attenboroughi,Monotremata,Tachyglossidae,Zaglossus,attenboroughi,,,,,
Zaglossus_bartoni,Monotremata,Tachyglossidae,Zaglossus,bartoni,,,,,
Zaglossus_bruijnii,Monotremata,Tachyglossidae,Zaglossus,bruijnii,,Y,0,0,0
Zaglossus_hacketti,Monotremata,Tachyglossidae,Zaglossus,hacketti,,,,,
Condylura_cristata,Eulipotyphla,Talpidae,Condylura,cristata,,Y,0,0,0
Desmana_moschata,Eulipotyphla,Talpidae,Desmana,moschata,,,,,
Dymecodon_pilirostris,Eulipotyphla,Talpidae,Dymecodon,pilirostris,,Y,0,0,0
Euroscaptor_grandis,Eulipotyphla,Talpidae,Euroscaptor,grandis,,,,,
Euroscaptor_klossi,Eulipotyphla,Talpidae,Euroscaptor,klossi,,,,,
Euroscaptor_longirostris,Eulipotyphla,Talpidae,Euroscaptor,longirostris,,,,,
Euroscaptor_micrura,Eulipotyphla,Talpidae,Euroscaptor,micrura,,,,,
Euroscaptor_mizura,Eulipotyphla,Talpidae,Euroscaptor,mizura,,,,,
Euroscaptor_parvidens,Eulipotyphla,Talpidae,Euroscaptor,parvidens,,,,,
Euroscaptor_subanura,Eulipotyphla,Talpidae,Euroscaptor,subanura,,,,,
Galemys_pyrenaicus,Eulipotyphla,Talpidae,Galemys,pyrenaicus,,Y,0,0,0
Mogera_etigo,Eulipotyphla,Talpidae,Mogera,etigo,,,,,
Mogera_imaizumii,Eulipotyphla,Talpidae,Mogera,imaizumii,,,,,
Mogera_insularis,Eulipotyphla,Talpidae,Mogera,insularis,,Y,0,0,0
Mogera_robusta,Eulipotyphla,Talpidae,Mogera,robusta,,,,,
Mogera_tokudae,Eulipotyphla,Talpidae,Mogera,tokudae,,,,,
Mogera_uchidai,Eulipotyphla,Talpidae,Mogera,uchidai,,,,,
Mogera_wogura,Eulipotyphla,Talpidae,Mogera,wogura,,Y,0,0,0
Neurotrichus_gibbsii,Eulipotyphla,Talpidae,Neurotrichus,gibbsii,,Y,0,0,0
Parascalops_breweri,Eulipotyphla,Talpidae,Parascalops,breweri,,Y,0,0,0
Parascaptor_leucura,Eulipotyphla,Talpidae,Parascaptor,leucura,,,,,
Scalopus_aquaticus,Eulipotyphla,Talpidae,Scalopus,aquaticus,,Y,0,0,0
Scapanulus_oweni,Eulipotyphla,Talpidae,Scapanulus,oweni,,,,,
Scapanus_latimanus,Eulipotyphla,Talpidae,Scapanus,latimanus,,Y,0,0,0
